Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Starting side,Rounds,Team rating,Entries,Clutches,Map,Tournament,Date,Team1,Team2,ResultTeam1,ResultTeam2,Bets,MatchID
steel,29 (9),6 (2),16,84.6%,13,111.3,5,1.69,Movistar Riders,115447,ct,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.29 : 0.79,18 : 8,0 : 4,Nuke,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
mopoz,25 (14),4 (1),15,84.6%,10,96.2,3,1.5,Movistar Riders,115447,ct,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.29 : 0.79,18 : 8,0 : 4,Nuke,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
smooya,19 (3),3 (1),13,76.9%,6,69.4,1,1.24,Movistar Riders,115447,ct,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.29 : 0.79,18 : 8,0 : 4,Nuke,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
shokz,12 (12),2 (0),11,84.6%,1,54.8,1,1.07,Movistar Riders,115447,ct,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.29 : 0.79,18 : 8,0 : 4,Nuke,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
alex,14 (5),4 (0),16,73.1%,-2,60.5,0,0.95,Movistar Riders,115447,ct,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.29 : 0.79,18 : 8,0 : 4,Nuke,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
faveN,14 (9),4 (0),18,65.4%,-4,63.4,-5,0.91,Sprout,115447,ct,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.29 : 0.79,18 : 8,0 : 4,Nuke,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
denis,16 (5),5 (1),22,57.7%,-6,77.8,-5,0.82,Sprout,115447,ct,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.29 : 0.79,18 : 8,0 : 4,Nuke,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
slaxz-,14 (7),2 (0),21,57.7%,-7,59.5,1,0.8,Sprout,115447,ct,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.29 : 0.79,18 : 8,0 : 4,Nuke,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
Spiidi,14 (6),3 (1),17,65.4%,-3,50.8,0,0.79,Sprout,115447,ct,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.29 : 0.79,18 : 8,0 : 4,Nuke,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
kressy,13 (4),4 (1),21,57.7%,-8,56.1,-1,0.64,Sprout,115447,ct,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.29 : 0.79,18 : 8,0 : 4,Nuke,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
smooya,22 (6),2 (1),14,81.0%,8,92.6,0,1.37,Movistar Riders,115450,t,5 : 16 ( 1 : 14 ) ( 4 : 2 ),0.77 : 1.36,6 : 15,0 : 3,Train,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
alex,9 (3),1 (0),16,57.1%,-7,43.1,-2,0.72,Movistar Riders,115450,t,5 : 16 ( 1 : 14 ) ( 4 : 2 ),0.77 : 1.36,6 : 15,0 : 3,Train,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
mopoz,11 (5),4 (0),19,57.1%,-8,64.1,-2,0.71,Movistar Riders,115450,t,5 : 16 ( 1 : 14 ) ( 4 : 2 ),0.77 : 1.36,6 : 15,0 : 3,Train,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
shokz,6 (4),4 (1),16,57.1%,-10,44.6,-3,0.55,Movistar Riders,115450,t,5 : 16 ( 1 : 14 ) ( 4 : 2 ),0.77 : 1.36,6 : 15,0 : 3,Train,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
steel,8 (2),2 (0),18,47.6%,-10,50.7,-2,0.52,Movistar Riders,115450,t,5 : 16 ( 1 : 14 ) ( 4 : 2 ),0.77 : 1.36,6 : 15,0 : 3,Train,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
Spiidi,19 (11),7 (0),10,85.7%,9,110.0,3,1.7,Sprout,115450,t,5 : 16 ( 1 : 14 ) ( 4 : 2 ),0.77 : 1.36,6 : 15,0 : 3,Train,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
denis,19 (5),1 (0),13,76.2%,6,80.6,2,1.38,Sprout,115450,t,5 : 16 ( 1 : 14 ) ( 4 : 2 ),0.77 : 1.36,6 : 15,0 : 3,Train,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
faveN,16 (7),6 (0),12,85.7%,4,87.6,0,1.29,Sprout,115450,t,5 : 16 ( 1 : 14 ) ( 4 : 2 ),0.77 : 1.36,6 : 15,0 : 3,Train,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
slaxz-,15 (4),2 (0),8,90.5%,7,61.8,1,1.26,Sprout,115450,t,5 : 16 ( 1 : 14 ) ( 4 : 2 ),0.77 : 1.36,6 : 15,0 : 3,Train,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
kressy,14 (4),3 (0),13,76.2%,1,65.7,3,1.16,Sprout,115450,t,5 : 16 ( 1 : 14 ) ( 4 : 2 ),0.77 : 1.36,6 : 15,0 : 3,Train,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
smooya,21 (5),4 (3),16,80.8%,5,77.4,0,1.2,Movistar Riders,115452,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.85 : 1.25,9 : 17,2 : 0,Mirage,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
mopoz,16 (7),4 (0),19,76.9%,-3,68.4,-3,0.97,Movistar Riders,115452,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.85 : 1.25,9 : 17,2 : 0,Mirage,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
shokz,14 (12),4 (1),19,65.4%,-5,66.4,-1,0.83,Movistar Riders,115452,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.85 : 1.25,9 : 17,2 : 0,Mirage,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
alex,13 (4),2 (1),18,65.4%,-5,54.5,0,0.8,Movistar Riders,115452,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.85 : 1.25,9 : 17,2 : 0,Mirage,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
steel,8 (0),5 (1),22,50.0%,-14,43.8,-4,0.48,Movistar Riders,115452,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.85 : 1.25,9 : 17,2 : 0,Mirage,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
slaxz-,26 (7),2 (0),14,73.1%,12,98.9,1,1.51,Sprout,115452,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.85 : 1.25,9 : 17,2 : 0,Mirage,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
faveN,17 (12),4 (0),13,96.2%,4,80.2,0,1.3,Sprout,115452,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.85 : 1.25,9 : 17,2 : 0,Mirage,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
denis,21 (11),4 (1),18,69.2%,3,81.1,3,1.22,Sprout,115452,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.85 : 1.25,9 : 17,2 : 0,Mirage,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
kressy,15 (6),5 (3),12,84.6%,3,62.7,1,1.13,Sprout,115452,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.85 : 1.25,9 : 17,2 : 0,Mirage,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
Spiidi,15 (5),5 (2),15,69.2%,0,64.3,3,1.11,Sprout,115452,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.85 : 1.25,9 : 17,2 : 0,Mirage,European Development Championship 2,25th of February 2021,Movistar Riders,Sprout,1,2,1.66/2.10,2346459
NEOFRAG,23 (13),1 (0),10,76.2%,13,104.2,2,1.77,Sinners,115399,ct,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.38 : 0.68,14 : 7,1 : 0,Train,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
beastik,16 (10),6 (1),10,85.7%,6,99.0,3,1.49,Sinners,115399,ct,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.38 : 0.68,14 : 7,1 : 0,Train,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
ZEDKO,16 (10),3 (0),11,81.0%,5,83.4,0,1.27,Sinners,115399,ct,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.38 : 0.68,14 : 7,1 : 0,Train,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
SHOCK,13 (9),1 (0),8,81.0%,5,61.5,1,1.23,Sinners,115399,ct,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.38 : 0.68,14 : 7,1 : 0,Train,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
oskar,12 (4),4 (3),7,95.2%,5,48.2,1,1.16,Sinners,115399,ct,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.38 : 0.68,14 : 7,1 : 0,Train,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
faveN,12 (6),2 (0),14,76.2%,-2,64.3,2,0.99,Sprout,115399,ct,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.38 : 0.68,14 : 7,1 : 0,Train,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
slaxz-,11 (2),1 (0),14,71.4%,-3,58.3,-1,0.91,Sprout,115399,ct,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.38 : 0.68,14 : 7,1 : 0,Train,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
Spiidi,12 (4),3 (3),15,52.4%,-3,54.1,-3,0.72,Sprout,115399,ct,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.38 : 0.68,14 : 7,1 : 0,Train,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
kressy,7 (6),3 (1),16,52.4%,-9,41.9,-1,0.55,Sprout,115399,ct,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.38 : 0.68,14 : 7,1 : 0,Train,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
denis,4 (1),2 (0),21,38.1%,-17,32.9,-4,0.22,Sprout,115399,ct,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.38 : 0.68,14 : 7,1 : 0,Train,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
NEOFRAG,18 (10),8 (2),19,69.0%,-1,88.3,2,1.16,Sinners,115403,t,13 : 16 ( 8 : 7 ) ( 5 : 9 ),1.01 : 1.04,16 : 13,2 : 1,Vertigo,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
ZEDKO,21 (12),2 (2),18,69.0%,3,79.8,-1,1.12,Sinners,115403,t,13 : 16 ( 8 : 7 ) ( 5 : 9 ),1.01 : 1.04,16 : 13,2 : 1,Vertigo,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
SHOCK,19 (13),2 (0),17,58.6%,2,73.8,-1,1.04,Sinners,115403,t,13 : 16 ( 8 : 7 ) ( 5 : 9 ),1.01 : 1.04,16 : 13,2 : 1,Vertigo,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
oskar,16 (6),6 (3),19,69.0%,-3,64.8,3,0.99,Sinners,115403,t,13 : 16 ( 8 : 7 ) ( 5 : 9 ),1.01 : 1.04,16 : 13,2 : 1,Vertigo,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
beastik,17 (8),2 (1),21,65.5%,-4,52.9,0,0.77,Sinners,115403,t,13 : 16 ( 8 : 7 ) ( 5 : 9 ),1.01 : 1.04,16 : 13,2 : 1,Vertigo,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
faveN,29 (18),3 (0),18,72.4%,11,98.0,-1,1.37,Sprout,115403,t,13 : 16 ( 8 : 7 ) ( 5 : 9 ),1.01 : 1.04,16 : 13,2 : 1,Vertigo,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
denis,21 (9),5 (0),18,79.3%,3,83.4,2,1.2,Sprout,115403,t,13 : 16 ( 8 : 7 ) ( 5 : 9 ),1.01 : 1.04,16 : 13,2 : 1,Vertigo,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
kressy,14 (8),7 (1),20,69.0%,-6,64.3,0,0.89,Sprout,115403,t,13 : 16 ( 8 : 7 ) ( 5 : 9 ),1.01 : 1.04,16 : 13,2 : 1,Vertigo,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
slaxz-,17 (3),3 (1),18,55.2%,-1,59.3,-2,0.87,Sprout,115403,t,13 : 16 ( 8 : 7 ) ( 5 : 9 ),1.01 : 1.04,16 : 13,2 : 1,Vertigo,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
Spiidi,12 (8),4 (0),17,72.4%,-5,60.4,-2,0.85,Sprout,115403,t,13 : 16 ( 8 : 7 ) ( 5 : 9 ),1.01 : 1.04,16 : 13,2 : 1,Vertigo,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
ZEDKO,22 (14),7 (1),21,84.0%,1,109.0,-2,1.36,Sinners,115406,t,9 : 16 ( 5 : 10 ) ( 4 : 6 ),0.85 : 1.35,7 : 18,5 : 2,Mirage,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
SHOCK,20 (14),2 (0),22,56.0%,-2,80.2,1,1.01,Sinners,115406,t,9 : 16 ( 5 : 10 ) ( 4 : 6 ),0.85 : 1.35,7 : 18,5 : 2,Mirage,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
NEOFRAG,15 (7),0 (0),19,56.0%,-4,56.9,-5,0.72,Sinners,115406,t,9 : 16 ( 5 : 10 ) ( 4 : 6 ),0.85 : 1.35,7 : 18,5 : 2,Mirage,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
beastik,12 (6),0 (0),20,60.0%,-8,47.4,-3,0.64,Sinners,115406,t,9 : 16 ( 5 : 10 ) ( 4 : 6 ),0.85 : 1.35,7 : 18,5 : 2,Mirage,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
oskar,10 (6),4 (1),23,48.0%,-13,53.9,-2,0.48,Sinners,115406,t,9 : 16 ( 5 : 10 ) ( 4 : 6 ),0.85 : 1.35,7 : 18,5 : 2,Mirage,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
kressy,29 (14),8 (1),16,92.0%,13,123.2,4,1.83,Sprout,115406,t,9 : 16 ( 5 : 10 ) ( 4 : 6 ),0.85 : 1.35,7 : 18,5 : 2,Mirage,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
faveN,26 (9),4 (0),14,80.0%,12,104.8,5,1.66,Sprout,115406,t,9 : 16 ( 5 : 10 ) ( 4 : 6 ),0.85 : 1.35,7 : 18,5 : 2,Mirage,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
Spiidi,21 (10),9 (3),13,84.0%,8,74.2,2,1.28,Sprout,115406,t,9 : 16 ( 5 : 10 ) ( 4 : 6 ),0.85 : 1.35,7 : 18,5 : 2,Mirage,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
denis,14 (5),6 (1),18,80.0%,-4,66.4,1,1.03,Sprout,115406,t,9 : 16 ( 5 : 10 ) ( 4 : 6 ),0.85 : 1.35,7 : 18,5 : 2,Mirage,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
slaxz-,15 (7),3 (1),18,68.0%,-3,60.9,-1,0.94,Sprout,115406,t,9 : 16 ( 5 : 10 ) ( 4 : 6 ),0.85 : 1.35,7 : 18,5 : 2,Mirage,European Development Championship 2,24th of February 2021,Sinners,Sprout,1,2,2346458
lollipop21k,22 (17),4 (0),21,76.7%,1,80.2,2,1.15,Nemiga,115391,t,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.03 : 1.09,13 : 17,3 : 1,Mirage,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
Jyo,24 (5),6 (0),25,73.3%,-1,95.6,-1,1.13,Nemiga,115391,t,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.03 : 1.09,13 : 17,3 : 1,Mirage,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
speed4k,23 (11),4 (1),21,76.7%,2,65.2,-2,1.05,Nemiga,115391,t,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.03 : 1.09,13 : 17,3 : 1,Mirage,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
mds,18 (16),5 (4),19,63.3%,-1,65.3,-1,0.93,Nemiga,115391,t,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.03 : 1.09,13 : 17,3 : 1,Mirage,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
boX,17 (8),5 (1),24,76.7%,-7,68.8,-2,0.89,Nemiga,115391,t,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.03 : 1.09,13 : 17,3 : 1,Mirage,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
alex,28 (14),3 (1),20,70.0%,8,88.0,2,1.29,Movistar Riders,115391,t,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.03 : 1.09,13 : 17,3 : 1,Mirage,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
mopoz,21 (9),10 (5),20,76.7%,1,88.7,1,1.19,Movistar Riders,115391,t,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.03 : 1.09,13 : 17,3 : 1,Mirage,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
steel,23 (10),7 (3),24,73.3%,-1,75.1,3,1.06,Movistar Riders,115391,t,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.03 : 1.09,13 : 17,3 : 1,Mirage,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
shokz,21 (13),7 (2),20,70.0%,1,71.2,1,1.05,Movistar Riders,115391,t,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.03 : 1.09,13 : 17,3 : 1,Mirage,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
smooya,17 (6),10 (4),20,70.0%,-3,67.0,-3,0.88,Movistar Riders,115391,t,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.03 : 1.09,13 : 17,3 : 1,Mirage,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
lollipop21k,25 (16),7 (1),19,85.2%,6,103.9,0,1.39,Nemiga,115394,ct,11 : 16 ( 8 : 7 ) ( 3 : 9 ),0.89 : 1.24,9 : 18,1 : 3,Overpass,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
Jyo,27 (11),3 (1),19,59.3%,8,100.2,-1,1.25,Nemiga,115394,ct,11 : 16 ( 8 : 7 ) ( 3 : 9 ),0.89 : 1.24,9 : 18,1 : 3,Overpass,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
speed4k,12 (3),3 (2),21,59.3%,-9,44.7,-2,0.64,Nemiga,115394,ct,11 : 16 ( 8 : 7 ) ( 3 : 9 ),0.89 : 1.24,9 : 18,1 : 3,Overpass,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
boX,11 (5),6 (0),22,59.3%,-11,61.9,-5,0.63,Nemiga,115394,ct,11 : 16 ( 8 : 7 ) ( 3 : 9 ),0.89 : 1.24,9 : 18,1 : 3,Overpass,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
mds,10 (6),2 (1),21,55.6%,-11,35.5,-1,0.53,Nemiga,115394,ct,11 : 16 ( 8 : 7 ) ( 3 : 9 ),0.89 : 1.24,9 : 18,1 : 3,Overpass,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
shokz,27 (17),4 (2),17,85.2%,10,96.8,3,1.49,Movistar Riders,115394,ct,11 : 16 ( 8 : 7 ) ( 3 : 9 ),0.89 : 1.24,9 : 18,1 : 3,Overpass,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
alex,19 (8),8 (1),16,85.2%,3,85.0,1,1.32,Movistar Riders,115394,ct,11 : 16 ( 8 : 7 ) ( 3 : 9 ),0.89 : 1.24,9 : 18,1 : 3,Overpass,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
smooya,20 (4),1 (0),13,70.4%,7,67.6,4,1.27,Movistar Riders,115394,ct,11 : 16 ( 8 : 7 ) ( 3 : 9 ),0.89 : 1.24,9 : 18,1 : 3,Overpass,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
mopoz,21 (13),6 (1),19,81.5%,2,89.6,2,1.25,Movistar Riders,115394,ct,11 : 16 ( 8 : 7 ) ( 3 : 9 ),0.89 : 1.24,9 : 18,1 : 3,Overpass,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
steel,15 (5),11 (5),21,63.0%,-6,63.3,-1,0.87,Movistar Riders,115394,ct,11 : 16 ( 8 : 7 ) ( 3 : 9 ),0.89 : 1.24,9 : 18,1 : 3,Overpass,European Development Championship 2,24th of February 2021,Nemiga,Movistar Riders,0,2,2.25/1.57,2346457
slaxz-,27 (10),7 (2),16,79.3%,11,91.2,0,1.38,Sprout,115319,ct,16 : 13 ( 9 : 6 ) ( 7 : 7 ),1.18 : 0.88,14 : 14,2 : 2,Vertigo,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
faveN,22 (13),8 (1),18,82.8%,4,97.3,-3,1.3,Sprout,115319,ct,16 : 13 ( 9 : 6 ) ( 7 : 7 ),1.18 : 0.88,14 : 14,2 : 2,Vertigo,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
kressy,22 (8),4 (0),18,72.4%,4,80.1,-1,1.17,Sprout,115319,ct,16 : 13 ( 9 : 6 ) ( 7 : 7 ),1.18 : 0.88,14 : 14,2 : 2,Vertigo,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
denis,19 (8),8 (3),18,69.0%,1,71.3,2,1.05,Sprout,115319,ct,16 : 13 ( 9 : 6 ) ( 7 : 7 ),1.18 : 0.88,14 : 14,2 : 2,Vertigo,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
Spiidi,19 (5),6 (0),19,72.4%,0,70.5,2,1.03,Sprout,115319,ct,16 : 13 ( 9 : 6 ) ( 7 : 7 ),1.18 : 0.88,14 : 14,2 : 2,Vertigo,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
stadodo,21 (10),3 (0),23,65.5%,-2,78.7,-1,0.97,SAW,115319,ct,16 : 13 ( 9 : 6 ) ( 7 : 7 ),1.18 : 0.88,14 : 14,2 : 2,Vertigo,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
JUST,15 (10),7 (2),21,72.4%,-6,77.1,2,0.95,SAW,115319,ct,16 : 13 ( 9 : 6 ) ( 7 : 7 ),1.18 : 0.88,14 : 14,2 : 2,Vertigo,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
rmn,20 (9),2 (0),23,69.0%,-3,61.6,4,0.89,SAW,115319,ct,16 : 13 ( 9 : 6 ) ( 7 : 7 ),1.18 : 0.88,14 : 14,2 : 2,Vertigo,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
arki,19 (8),5 (3),20,58.6%,-1,54.1,-4,0.84,SAW,115319,ct,16 : 13 ( 9 : 6 ) ( 7 : 7 ),1.18 : 0.88,14 : 14,2 : 2,Vertigo,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
MUTiRiS,14 (5),9 (1),24,65.5%,-10,69.8,-2,0.76,SAW,115319,ct,16 : 13 ( 9 : 6 ) ( 7 : 7 ),1.18 : 0.88,14 : 14,2 : 2,Vertigo,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
faveN,20 (11),3 (0),17,73.1%,3,80.4,-1,1.08,Sprout,115320,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.90 : 1.16,10 : 16,0 : 1,Dust2,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
Spiidi,14 (7),8 (3),17,76.9%,-3,77.1,1,0.98,Sprout,115320,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.90 : 1.16,10 : 16,0 : 1,Dust2,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
kressy,18 (8),2 (2),18,65.4%,0,61.4,-1,0.91,Sprout,115320,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.90 : 1.16,10 : 16,0 : 1,Dust2,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
slaxz-,11 (2),8 (3),19,53.8%,-8,61.3,-2,0.77,Sprout,115320,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.90 : 1.16,10 : 16,0 : 1,Dust2,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
denis,12 (8),4 (0),18,57.7%,-6,47.3,-3,0.76,Sprout,115320,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.90 : 1.16,10 : 16,0 : 1,Dust2,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
MUTiRiS,21 (7),4 (0),15,76.9%,6,98.5,3,1.44,SAW,115320,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.90 : 1.16,10 : 16,0 : 1,Dust2,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
rmn,24 (12),6 (1),16,61.5%,8,91.3,1,1.37,SAW,115320,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.90 : 1.16,10 : 16,0 : 1,Dust2,European Development Championship 2,23rd of February 2021,Sprout,SAW,2,1,1.66/2.10,2346456
