Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Map,Tournament,Date,Team1,Team2,Result1,Result2,MatchID
TeSeS,14 (9),8 (4),20,71.4%,-6,60.8,1,0.81,Heroic,112090,Inferno,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
niko,12 (8),6 (1),20,71.4%,-8,59.1,-3,0.76,Heroic,112090,Inferno,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
ZywOo,27 (13),5 (0),17,89.3%,10,89.2,2,1.53,Vitality,112090,Inferno,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
Nivera,27 (10),2 (1),17,78.6%,10,78.8,1,1.31,Vitality,112090,Inferno,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
apEX,19 (6),12 (1),18,78.6%,1,95.1,1,1.24,Vitality,112090,Inferno,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
RpK,13 (7),5 (0),19,78.6%,-6,53.7,-2,0.84,Vitality,112090,Inferno,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
misutaaa,14 (9),7 (3),19,64.3%,-5,52.7,0,0.83,Vitality,112090,Inferno,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
sjuush,20 (7),6 (0),18,87.5%,2,119.1,3,1.43,MAD Lions,112084,Train,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
refrezh,18 (12),5 (2),17,62.5%,1,91.7,0,1.07,MAD Lions,112084,Train,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
acoR,14 (4),1 (1),19,62.5%,-5,50.2,2,0.78,MAD Lions,112084,Train,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
roeJ,12 (10),0 (0),16,66.7%,-4,59.7,-1,0.76,MAD Lions,112084,Train,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
HooXi,6 (1),2 (0),18,45.8%,-12,33.7,-4,0.45,MAD Lions,112084,Train,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
JW,20 (3),2 (1),13,83.3%,7,83.2,2,1.45,fnatic,112084,Train,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
Golden,19 (7),3 (1),12,79.2%,7,75.5,1,1.32,fnatic,112084,Train,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
Brollan,22 (12),7 (3),14,75.0%,8,94.2,-3,1.31,fnatic,112084,Train,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
KRIMZ,17 (11),4 (1),16,70.8%,1,91.5,0,1.2,fnatic,112084,Train,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
flusha,10 (2),5 (3),15,62.5%,-5,50.4,0,0.77,fnatic,112084,Train,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
sjuush,12 (7),3 (3),16,57.1%,-4,69.4,-3,0.73,MAD Lions,112086,Mirage,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
roeJ,7 (3),2 (1),17,61.9%,-10,60.3,1,0.68,MAD Lions,112086,Mirage,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
acoR,9 (5),2 (1),17,61.9%,-8,44.3,-2,0.62,MAD Lions,112086,Mirage,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
refrezh,10 (7),3 (1),19,47.6%,-9,64.8,-1,0.62,MAD Lions,112086,Mirage,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
HooXi,7 (4),1 (1),19,33.3%,-12,38.5,-2,0.46,MAD Lions,112086,Mirage,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
JW,24 (8),1 (1),8,81.0%,16,99.5,5,1.74,fnatic,112086,Mirage,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
KRIMZ,20 (12),7 (0),8,90.5%,12,107.7,1,1.7,fnatic,112086,Mirage,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
Brollan,20 (10),7 (4),9,90.5%,11,107.2,2,1.67,fnatic,112086,Mirage,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
Golden,12 (5),5 (1),11,76.2%,1,63.7,0,1.08,fnatic,112086,Mirage,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
flusha,12 (4),6 (3),9,81.0%,3,59.4,-1,0.99,fnatic,112086,Mirage,Flashpoint 2,20th of November 2020,MAD Lions,fnatic,0,2,2345306
blameF,30 (15),5 (1),9,90.9%,21,134.3,6,2.21,Complexity,112079,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
jks,21 (11),6 (1),11,86.4%,10,100.7,1,1.61,Complexity,112079,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
k0nfig,18 (12),3 (0),13,63.6%,5,80.0,0,1.18,Complexity,112079,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
RUSH,12 (2),5 (0),14,72.7%,-2,68.7,0,0.97,Complexity,112079,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
poizon,12 (4),2 (1),13,77.3%,-1,50.5,1,0.96,Complexity,112079,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
XANTARES,16 (12),0 (0),17,59.1%,-1,79.9,-1,0.98,BIG,112079,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
tiziaN,13 (10),2 (0),18,59.1%,-5,77.1,-2,0.91,BIG,112079,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
syrsoN,11 (2),4 (2),16,54.5%,-5,56.5,1,0.76,BIG,112079,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
tabseN,11 (8),3 (1),21,40.9%,-10,62.7,-3,0.62,BIG,112079,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
k1to,9 (6),3 (0),21,54.5%,-12,51.7,-3,0.45,BIG,112079,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
k0nfig,27 (18),9 (4),21,76.7%,6,105.0,8,1.51,Complexity,112082,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
blameF,22 (9),4 (1),20,76.7%,2,82.1,1,1.26,Complexity,112082,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
jks,24 (11),2 (0),18,76.7%,6,75.5,2,1.16,Complexity,112082,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
RUSH,19 (13),10 (3),18,76.7%,1,79.0,0,1.11,Complexity,112082,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
poizon,13 (6),4 (2),21,60.0%,-8,43.7,-1,0.72,Complexity,112082,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
syrsoN,22 (4),8 (2),18,70.0%,4,76.5,-5,1.12,BIG,112082,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
tabseN,20 (8),6 (1),22,70.0%,-2,81.7,0,1.1,BIG,112082,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
XANTARES,24 (14),5 (0),24,70.0%,0,88.4,-4,1.07,BIG,112082,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
k1to,19 (10),2 (1),19,80.0%,0,51.9,1,0.97,BIG,112082,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
tiziaN,12 (7),7 (2),22,63.3%,-10,46.5,-2,0.67,BIG,112082,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Complexity,BIG,2,0,2345217
autimatic,19 (5),1 (1),17,54.5%,2,81.2,4,1.07,Gen.G,112077,Mirage,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
Xizt,13 (9),5 (1),18,77.3%,-5,86.7,1,0.93,Gen.G,112077,Mirage,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
BnTeT,15 (7),3 (0),18,63.6%,-3,76.5,-3,0.82,Gen.G,112077,Mirage,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
koosta,10 (5),5 (1),21,50.0%,-11,59.3,-1,0.57,Gen.G,112077,Mirage,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
kreaz,7 (2),4 (1),16,68.2%,-9,44.5,-3,0.55,Gen.G,112077,Mirage,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
mantuu,31 (10),3 (1),8,86.4%,23,118.0,2,2.13,OG,112077,Mirage,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
valde,18 (10),3 (2),13,77.3%,5,80.5,0,1.34,OG,112077,Mirage,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
ISSAA,17 (10),5 (0),14,68.2%,3,91.0,1,1.28,OG,112077,Mirage,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
NBK-,13 (5),7 (3),15,77.3%,-2,67.4,-1,1.01,OG,112077,Mirage,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
Aleksib,8 (4),10 (3),15,77.3%,-7,61.1,0,0.9,OG,112077,Mirage,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
BnTeT,21 (7),4 (0),20,68.0%,1,84.3,-1,1.16,Gen.G,112080,Train,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
autimatic,19 (6),3 (0),20,68.0%,-1,85.4,1,1.08,Gen.G,112080,Train,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
koosta,15 (8),1 (0),19,48.0%,-4,75.8,0,0.89,Gen.G,112080,Train,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
kreaz,12 (7),2 (0),19,64.0%,-7,55.7,1,0.73,Gen.G,112080,Train,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
Xizt,5 (2),5 (1),20,52.0%,-15,38.5,-4,0.44,Gen.G,112080,Train,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
mantuu,21 (2),4 (2),13,84.0%,8,94.4,1,1.39,OG,112080,Train,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
NBK-,22 (10),2 (0),15,76.0%,7,89.7,1,1.35,OG,112080,Train,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
ISSAA,20 (12),5 (1),15,84.0%,5,84.1,0,1.19,OG,112080,Train,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
valde,18 (9),1 (1),14,72.0%,4,75.9,0,1.16,OG,112080,Train,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
Aleksib,17 (8),6 (3),15,72.0%,2,75.8,1,1.12,OG,112080,Train,Flashpoint 2,20th of November 2020,Gen.G,OG,0,2,2345305
Xyp9x,18 (7),4 (1),18,64.0%,0,82.2,2,0.97,Astralis,112055,Overpass,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
Magisk,13 (5),7 (3),18,64.0%,-5,63.2,-4,0.83,Astralis,112055,Overpass,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
dupreeh,13 (6),4 (0),22,68.0%,-9,58.9,0,0.72,Astralis,112055,Overpass,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
device,10 (6),4 (0),18,52.0%,-8,55.6,0,0.7,Astralis,112055,Overpass,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
gla1ve,10 (4),8 (5),19,56.0%,-9,47.2,-1,0.65,Astralis,112055,Overpass,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
electronic,24 (14),6 (2),14,84.0%,10,110.0,4,1.68,Natus Vincere,112055,Overpass,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
Perfecto,25 (12),3 (1),11,88.0%,14,100.1,2,1.67,Natus Vincere,112055,Overpass,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
s1mple,23 (3),2 (0),11,80.0%,12,96.2,1,1.56,Natus Vincere,112055,Overpass,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
Boombl4,13 (7),4 (0),13,76.0%,0,53.1,-2,1.03,Natus Vincere,112055,Overpass,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
flamie,10 (6),2 (0),15,64.0%,-5,42.0,-2,0.78,Natus Vincere,112055,Overpass,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
device,16 (2),3 (0),16,68.0%,0,67.0,-3,1.0,Astralis,112057,Inferno,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
dupreeh,19 (12),1 (0),20,60.0%,-1,79.3,1,0.97,Astralis,112057,Inferno,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
Xyp9x,12 (4),5 (2),15,60.0%,-3,72.2,0,0.88,Astralis,112057,Inferno,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
Magisk,9 (7),3 (0),19,68.0%,-10,57.8,1,0.84,Astralis,112057,Inferno,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
gla1ve,7 (4),2 (0),20,52.0%,-13,34.4,0,0.47,Astralis,112057,Inferno,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
s1mple,21 (9),3 (2),10,72.0%,11,77.4,-1,1.29,Natus Vincere,112057,Inferno,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
electronic,19 (7),6 (2),14,76.0%,5,88.0,3,1.29,Natus Vincere,112057,Inferno,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
flamie,18 (9),2 (0),11,80.0%,7,76.7,-2,1.24,Natus Vincere,112057,Inferno,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
Perfecto,16 (6),6 (4),11,80.0%,5,69.6,-1,1.2,Natus Vincere,112057,Inferno,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
Boombl4,14 (5),8 (0),17,80.0%,-3,82.4,2,1.11,Natus Vincere,112057,Inferno,IEM Beijing-Haidian 2020 Europe,19th of November 2020,Astralis,Natus Vincere,0,2,2345216
rain,34 (24),12 (3),23,66.7%,11,106.6,0,1.52,FaZe,112043,Dust2,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
coldzera,31 (17),6 (2),23,72.2%,8,90.0,3,1.26,FaZe,112043,Dust2,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
broky,26 (9),3 (1),22,72.2%,4,71.4,4,1.12,FaZe,112043,Dust2,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
Kjaerbye,18 (8),5 (1),23,69.4%,-5,53.8,-4,0.87,FaZe,112043,Dust2,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
olofmeister,17 (10),4 (1),23,66.7%,-6,47.6,-1,0.82,FaZe,112043,Dust2,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
NiKo,31 (20),6 (1),29,63.9%,2,96.9,0,1.21,G2,112043,Dust2,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
kennyS,25 (4),5 (3),21,61.1%,4,69.1,0,1.05,G2,112043,Dust2,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
huNter-,23 (10),7 (2),25,63.9%,-2,74.9,1,1.0,G2,112043,Dust2,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
JaCkz,18 (9),5 (4),24,58.3%,-6,54.7,-3,0.74,G2,112043,Dust2,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
nexa,17 (8),4 (2),27,58.3%,-10,49.1,0,0.72,G2,112043,Dust2,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
Kjaerbye,16 (7),0 (0),19,54.2%,-3,73.5,-2,0.85,FaZe,112048,Mirage,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
coldzera,13 (8),2 (1),17,54.2%,-4,59.2,1,0.82,FaZe,112048,Mirage,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
olofmeister,10 (8),2 (0),21,54.2%,-11,62.4,-1,0.65,FaZe,112048,Mirage,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
broky,10 (7),2 (2),18,58.3%,-8,46.2,-1,0.63,FaZe,112048,Mirage,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
rain,10 (7),1 (0),21,50.0%,-11,46.7,-3,0.55,FaZe,112048,Mirage,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
kennyS,26 (6),5 (2),12,79.2%,14,111.0,2,1.74,G2,112048,Mirage,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
nexa,20 (7),3 (1),9,83.3%,11,81.2,0,1.39,G2,112048,Mirage,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
NiKo,19 (14),6 (2),16,66.7%,3,99.4,1,1.36,G2,112048,Mirage,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
huNter-,19 (10),1 (0),13,62.5%,6,82.2,1,1.21,G2,112048,Mirage,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
JaCkz,12 (4),0 (0),10,87.5%,2,50.4,2,1.08,G2,112048,Mirage,IEM Beijing-Haidian 2020 Europe,19th of November 2020,FaZe,G2,0,2,2345215
Golden,23 (18),8 (2),9,77.3%,14,116.3,1,1.77,fnatic,112039,Dust2,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
flusha,21 (11),7 (3),10,81.8%,11,99.3,-1,1.57,fnatic,112039,Dust2,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
Brollan,20 (7),9 (4),12,81.8%,8,86.4,5,1.52,fnatic,112039,Dust2,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
KRIMZ,12 (7),6 (2),10,90.9%,2,71.5,0,1.1,fnatic,112039,Dust2,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
JW,17 (2),1 (1),13,72.7%,4,67.7,1,1.08,fnatic,112039,Dust2,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
friberg,13 (4),2 (1),19,45.5%,-6,65.5,0,0.71,Dignitas,112039,Dust2,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
HEAP,12 (7),2 (1),18,63.6%,-6,51.4,-3,0.69,Dignitas,112039,Dust2,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
f0rest,7 (7),5 (0),17,59.1%,-10,47.0,1,0.64,Dignitas,112039,Dust2,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
H4RR3,12 (5),1 (0),19,36.4%,-7,47.6,-4,0.63,Dignitas,112039,Dust2,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
hallzerk,9 (2),5 (1),20,50.0%,-11,57.9,0,0.56,Dignitas,112039,Dust2,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
JW,23 (7),5 (2),16,76.7%,7,83.3,4,1.33,fnatic,112042,Inferno,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
KRIMZ,21 (7),8 (2),14,86.7%,7,77.7,-2,1.28,fnatic,112042,Inferno,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
Brollan,24 (10),6 (3),20,80.0%,4,83.3,3,1.24,fnatic,112042,Inferno,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
Golden,22 (10),5 (0),23,73.3%,-1,81.5,-3,1.06,fnatic,112042,Inferno,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
flusha,16 (6),7 (2),19,73.3%,-3,65.0,-2,0.96,fnatic,112042,Inferno,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
friberg,28 (13),5 (1),22,76.7%,6,107.9,3,1.45,Dignitas,112042,Inferno,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
HEAP,21 (11),3 (1),21,63.3%,0,72.1,-1,1.0,Dignitas,112042,Inferno,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
f0rest,18 (7),2 (1),21,63.3%,-3,55.7,1,0.85,Dignitas,112042,Inferno,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
hallzerk,12 (4),5 (1),20,56.7%,-8,59.3,-2,0.75,Dignitas,112042,Inferno,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
H4RR3,12 (4),0 (0),24,46.7%,-12,57.6,-1,0.63,Dignitas,112042,Inferno,Flashpoint 2,19th of November 2020,fnatic,Dignitas,2,0,2345303
REZ,28 (12),6 (2),27,69.4%,1,79.6,3,1.13,NIP,111905,Vertigo,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
hampus,24 (7),7 (1),27,63.9%,-3,80.4,-2,1.0,NIP,111905,Vertigo,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
nawwk,22 (5),5 (1),20,66.7%,2,63.1,-2,0.99,NIP,111905,Vertigo,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
twist,23 (8),4 (2),25,58.3%,-2,62.3,-4,0.82,NIP,111905,Vertigo,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
Plopski,18 (8),8 (1),29,55.6%,-11,73.9,-3,0.79,NIP,111905,Vertigo,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
XANTARES,30 (19),9 (0),23,77.8%,7,106.3,5,1.44,BIG,111905,Vertigo,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
k1to,30 (18),5 (1),26,72.2%,4,82.4,2,1.2,BIG,111905,Vertigo,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
syrsoN,24 (3),3 (2),21,66.7%,3,61.3,2,1.08,BIG,111905,Vertigo,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
tabseN,25 (11),4 (0),24,61.1%,1,80.1,1,1.04,BIG,111905,Vertigo,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
tiziaN,19 (9),11 (6),21,66.7%,-2,63.9,-2,0.91,BIG,111905,Vertigo,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
REZ,26 (10),1 (0),16,73.9%,10,112.3,4,1.54,NIP,111910,Nuke,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
nawwk,21 (3),1 (0),11,82.6%,10,77.8,1,1.37,NIP,111910,Nuke,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
Plopski,18 (11),3 (0),12,78.3%,6,73.6,-3,1.18,NIP,111910,Nuke,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
hampus,16 (8),8 (0),16,60.9%,0,93.0,-1,1.11,NIP,111910,Nuke,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
twist,12 (5),4 (0),18,69.6%,-6,64.1,-2,0.82,NIP,111910,Nuke,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
syrsoN,19 (6),2 (1),17,69.6%,2,84.5,0,1.21,BIG,111910,Nuke,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
tiziaN,17 (9),3 (1),19,65.2%,-2,85.7,1,1.09,BIG,111910,Nuke,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
XANTARES,13 (9),1 (0),17,69.6%,-4,71.5,2,0.88,BIG,111910,Nuke,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
tabseN,13 (7),1 (1),19,56.5%,-6,55.7,-1,0.74,BIG,111910,Nuke,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
k1to,11 (8),3 (0),21,52.2%,-10,58.6,-1,0.62,BIG,111910,Nuke,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
REZ,14 (6),3 (0),16,63.6%,-2,81.3,3,0.97,NIP,111913,Mirage,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
nawwk,18 (4),2 (1),15,68.2%,3,65.8,0,0.95,NIP,111913,Mirage,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
twist,11 (7),1 (0),15,59.1%,-4,61.8,1,0.79,NIP,111913,Mirage,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
hampus,11 (8),7 (1),21,63.6%,-10,82.7,-3,0.74,NIP,111913,Mirage,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
Plopski,13 (2),2 (0),18,54.5%,-5,62.9,1,0.73,NIP,111913,Mirage,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
syrsoN,23 (5),3 (2),12,81.8%,11,115.1,3,1.75,BIG,111913,Mirage,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
tabseN,23 (10),3 (1),12,77.3%,11,105.3,0,1.64,BIG,111913,Mirage,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
k1to,18 (16),7 (3),14,77.3%,4,88.9,-1,1.31,BIG,111913,Mirage,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
tiziaN,12 (7),4 (0),13,77.3%,-1,63.6,-4,1.0,BIG,111913,Mirage,IEM Beijing-Haidian 2020 Europe,16th of November 2020,NIP,BIG,1,2,2345214
